quantity,bootstrap_mean,ci_low,ci_high,ci_low_first_half,ci_high_first_half
difference|tsmini|last_observed_point|0.66,0.1870321466798405,0.11265844465533016,0.26163290261282973,0.11404136140670296,0.2621427565660886
difference|tsmini|last_observed_point|0.75,0.1663482269255075,0.09728872189098753,0.23801288009088178,0.09953769442682156,0.239126553522237
primary_mean_difference|tsmini|last_observed_point,0.21702841912427193,0.15208181588706973,0.28317190523238606,0.15287902234005604,0.28340384403790714
interaction75_25|tsmini|last_observed_point,-0.11241434140728909,-0.18128745311369485,-0.050546756609426764,-0.18126723067622116,-0.05042813300196154
difference|tsmini|current_position_only_personal_retrieval|0.25,0.030334036418408476,-0.004145875177736482,0.06405594968537826,-0.0037257821745014007,0.06488817933995467
difference|tsmini|current_position_only_personal_retrieval|0.50,0.0525137749817229,0.011631627042371192,0.09524907823905163,0.012047300244629619,0.09580823082124608
difference|tsmini|current_position_only_personal_retrieval|0.66,0.0202107207253045,-0.017197056966847833,0.06230186598844965,-0.017870488793908946,0.06254031687528797
difference|tsmini|current_position_only_personal_retrieval|0.75,-0.010674702644810168,-0.04421579986783667,0.022066542077013862,-0.043456152269272366,0.021970829807946644
primary_mean_difference|tsmini|current_position_only_personal_retrieval,0.023095957370156427,-0.0020045907177756875,0.048355019047702154,-0.0020479171695775844,0.04832821737182992
interaction75_25|tsmini|current_position_only_personal_retrieval,-0.04100873906321865,-0.08607465452719096,0.0026607062051144993,-0.08529826339343614,0.0026478680289216015
difference|recurrent|most_frequent_personal_destination|0.25,0.034887887546570025,-0.02132238461281048,0.09040849881075572,-0.021822607007531816,0.0875995062587727
difference|recurrent|most_frequent_personal_destination|0.50,0.05863378332528329,-0.0009820502362771827,0.11862145058798004,-0.0005906591793031576,0.11705682097247565
difference|recurrent|most_frequent_personal_destination|0.66,0.06318966869165102,0.005584178790431562,0.12132278418168699,0.00542981452935991,0.1193131403787623
