analogue_threshold_quantile,analogue_availability,method,ratio,users,trips,user_macro_hit_r90,trip_weighted_hit_r90,user_macro_within_200m,user_macro_within_1000m,mean_user_median_error_m
0.95,no_close_train_analogue,tsmini,0.5,24,122,0.13735576923076923,0.0983606557377049,0.15600961538461539,0.23693910256410255,203189.22913829118
0.95,no_close_train_analogue,tsmini,0.66,24,134,0.11344272575250836,0.091044776119403,0.12980795774274034,0.17741352347330608,213728.9785943729
0.95,no_close_train_analogue,tsmini,0.75,24,132,0.1260466369379413,0.11969696969696969,0.13343125232255668,0.2215380899293943,227187.34915142754
0.95,train_analogue_present,recurrent,0.25,37,1350,0.3974077452051428,0.39318518518518514,0.4383374858447795,0.5497420171896457,2067.573108168212
0.95,train_analogue_present,recurrent,0.5,37,1353,0.44573719746261686,0.4365114560236511,0.49622644890740547,0.6077513704991027,1247.135868127412
0.95,train_analogue_present,recurrent,0.66,37,1341,0.47289758057140274,0.4662192393736018,0.5265547310576953,0.6470481166990406,1149.1002505089903
0.95,train_analogue_present,recurrent,0.75,37,1343,0.473188276567714,0.46909903201787045,0.530148516289768,0.6557803887060268,1028.0037923241694
0.95,train_analogue_present,current_position_only_personal_retrieval,0.25,37,1350,0.33259027013990117,0.3214814814814815,0.386604835442445,0.5074075291426183,1803.106684350414
0.95,train_analogue_present,current_position_only_personal_retrieval,0.5,37,1353,0.3663981333032306,0.35698447893569846,0.42176546690173217,0.5521833920212768,1925.2641129984468
0.95,train_analogue_present,current_position_only_personal_retrieval,0.66,37,1341,0.45024677375120964,0.436241610738255,0.5048350152234707,0.6402503153324958,987.9532960907578
0.95,train_analogue_present,current_position_only_personal_retrieval,0.75,37,1343,0.462809759772717,0.45793000744601636,0.5318353404539502,0.6605102168611903,701.5402914552963
0.95,train_analogue_present,geometric_retrieval,0.25,37,1350,0.41704376791653375,0.3933333333333333,0.4719210069696823,0.5783437856393661,1216.3437695947528
0.95,train_analogue_present,geometric_retrieval,0.5,37,1353,0.4275011284087243,0.41685144124168516,0.48619914598174807,0.6213156152393018,956.0186764579056
0.95,train_analogue_present,geometric_retrieval,0.66,37,1341,0.45916975217892325,0.45041014168530946,0.522728615268142,0.6664682082737428,872.5538466651561
