catalog_eps_m,method,seed,ratio,user_id,n,coverage_r80,coverage_r90,coverage_r95,hit_r80,hit_r90,hit_r95,hit_fixed_200m,within_200m,within_1000m,median_error_m,p90_error_m,native_within_200m,native_within_1000m,native_median_error_m,native_p90_error_m,median_query_runtime_ms
100.0,recurrent,20260723,0.5,112,47,0.7446808510638298,0.8085106382978723,0.8297872340425532,0.6595744680851063,0.723404255319149,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.851063829787234,32.912014780264,1068.2448526712633,0.7446808510638298,0.851063829787234,32.26173592284269,1068.2448526712633,
100.0,recurrent,20260723,0.5,119,11,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2280.06893683747,9771.901456976713,0.2727272727272727,0.2727272727272727,2280.06893683747,9771.901456976713,
100.0,recurrent,20260723,0.5,126,63,0.5079365079365079,0.5555555555555556,0.6349206349206349,0.3968253968253968,0.4126984126984127,0.47619047619047616,0.5238095238095238,0.5396825396825397,0.7142857142857143,158.60058359558437,7750.548958349106,0.5396825396825397,0.7142857142857143,158.60058359558437,7743.816857990869,
100.0,recurrent,20260723,0.5,134,16,0.3125,0.375,0.375,0.1875,0.25,0.25,0.3125,0.3125,0.375,2811.000881247031,3097.9486521880453,0.3125,0.375,2811.000881247031,3097.9486521880453,
100.0,recurrent,20260723,0.5,144,120,0.5916666666666667,0.6833333333333333,0.75,0.39166666666666666,0.45,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5,968.7705850974767,171971.8772578858,0.4666666666666667,0.5,968.7705850974767,171971.8772578858,
100.0,recurrent,20260723,0.5,147,20,0.5,0.7,0.75,0.25,0.45,0.5,0.6,0.6,0.65,87.443298448839,2341.78014548616,0.6,0.65,87.443298448839,2341.78014548616,
100.0,recurrent,20260723,0.5,168,24,0.375,0.7083333333333334,0.7916666666666666,0.3333333333333333,0.625,0.7083333333333334,0.8333333333333334,0.875,0.875,35.57752252392417,2322.1623862755955,0.875,0.875,35.57752252392417,2322.1623862755955,
100.0,recurrent,20260723,0.5,179,18,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,8910.26758269844,10814.513856506128,0.1111111111111111,0.16666666666666666,8910.26758269844,10814.513856506128,
100.0,recurrent,20260723,0.66,0,40,0.425,0.625,0.625,0.2,0.3,0.3,0.3,0.35,0.45,1004.6453085023984,1074082.5424840956,0.35,0.45,1015.507516848378,1074094.131241896,
100.0,recurrent,20260723,0.66,16,12,0.4166666666666667,0.5,0.6666666666666666,0.16666666666666666,0.25,0.25,0.16666666666666666,0.3333333333333333,0.5833333333333334,455.25359992921824,11927.39885762996,0.3333333333333333,0.5833333333333334,455.25359992921824,11927.39885762996,
